page_id,page_length,page_namespace,page_title
7140,1097,10,'Userlinks-rights'
7141,3473,0,'Халихъ'
7142,47,0,'ТІинди'
7143,3359,0,'КІочІалиб'
7144,3210,0,'ГІаща'
7145,6194,0,'ГIалиханмахьи'
7146,61,0,'ГӀалиханмахьи'
7148,4785,0,'АмедхӀерхъмахьи'
7149,5261,0,'КӀванада'
7150,52,0,'КІванада'
7151,3983,0,'ЦӀумада-ГІурухъ'
7152,4103,0,'ГIахьалчIи'
7153,54,0,'ГӀахьалчӀи'
7154,5271,0,'КІудияб_ГьоцІалъ'
7155,60,14,'Хунзахъ_мухъалъул_росаби'
7156,3390,0,'ТІисси-Ахикь'
7157,3326,0,'ГьундучІи'
7158,3473,0,'ГъадайчІи'
7159,3437,0,'ГъвинайчІи'
7160,4933,0,'Лъондода'
7161,3410,0,'ТІаса_Инхъокъвари'
7162,3557,0,'Хьонохъ'
7163,3462,0,'Хъвайни'
7164,3453,0,'ЦІунди'
7165,3485,0,'Кванкьада'
7166,3497,0,'Чало'
7167,3436,0,'Санухъ'
7168,3451,0,'Тенла'
7169,3489,0,'РичІагьанихъ'
7170,3346,0,'Кьенгьара'
7171,3460,0,'Мухахъ'
7172,3095,0,'Талилъ'
7173,3681,0,'Эгъдада'
7174,145,14,'Шаблонал:Дагъистаналъул_администратияб_бикьи'
7175,131,10,'Potd/2014-08-21'
7176,2120,10,'Дибирил_мухъалъул_росаби'
7177,59,0,'Дибиросул_мухъ'
7178,4429,0,'Гьиндухъ'
7179,4739,0,'Буцур'
7180,46,0,'Люксембург_(Дагъистан)'
7181,4208,0,'Жаккиб'
7182,5485,0,'ЦІиябкъара'
7183,36,14,'Дибирил_мухъалъул_росаби'
7184,69,14,'Википедия:Суртал_гьечӀел_макъалаби'
7185,5919,10,'Хъвадарухъан'
7186,2459,10,'Хъвадарухъан/doc'
7187,240,10,'Wikidata/p856'
7188,509,10,'Wikidata/p856/doc'
7189,636,10,'Wikidata/p109'
7190,473,10,'Wikidata/p109/doc'
7191,490,10,'ГьавурабБакI'
7192,178,828,'Wikidata/Wikisource'
7193,65886,0,'Толстой
7194,1115,10,'Вики-отпуск'
7195,623,10,'Gender_switch'
7196,1460,10,'Gender_switch/doc'
7197,1403,10,'Вики-отпуск/doc'
7198,856,10,'Message_box'
7199,4992,0,'ТІоршалида'
7200,3943,0,'БасриябгохІ'
7201,1,10,'Гьабе_кумек/doc'
7202,231,2,'Lotje'
7203,64,10,'Lang-en2'
7204,897,10,'YouTube'
7205,69,4,'Вавилон'
7206,57,14,'User_av-0'
7207,77,14,'User_av-1'
7208,43,14,'User_av-N'
7209,97,14,'User_av-2'
7210,65,0,'ТІаса_Хъваршини'
7211,1585,10,'Ункъракьалъул_росаби'
7212,83,14,'Шаблонал:Дагъистаналъул_административияб_гуреб_бикьи'
7213,9958,0,'Дохъузпара_мухъ'
7214,1626,10,'Дохъузпара_мухъалъул_росаби'
7215,5982,10,'ГIахьалчи:Box/Викистаж'
7216,606,10,'ГIахьалчилъун_вуго'
7217,372,10,'Days_between'
7218,4530,10,'Заман'
7219,638,10,'Продолжительность/Exp'
7220,1864,10,'Заман/Документация'
7221,3689,10,'GSD'
7222,30,10,'Gsd'
7223,4825,0,'Ушугъ'
7224,200,0,'1898'
7225,160,10,'Potd/2014-08-25'
7226,351,10,'Potd/2014-08-25_(av)'
7227,64,0,'КІудабритІания'
7228,62310,0,'Айтберов
7229,7217,0,'Къуруш'
7230,2352,10,'Карта'
7231,195,10,'Карта/Бк/'
7232,1807,10,'Карта/100'
7233,4340,828,'Wikitext'
7234,3377,828,'Languages'
7235,6942,10,'ГІор/БакІалъул_карта'
7236,2372,0,'Самур'
7237,286,14,'Алфавиталда_рекъон_гІорал'
7238,393,10,'Категория_алфавиталда_рекъон'
7239,4508,10,'АБВ_категориязул_индекс_(санагІат_бугеб)'
7240,4203,10,'АБВ_категориязул_индекс_(санагІат_бугеб)/мухъ'
7241,231,10,'АБВ_категориязул_индекс_(санагІат_бугеб)/ячейка'
7242,301,10,'Координатазда_рекъон_карта/100000'
7243,3082,10,'Координатазда_рекъон_карта/100000/NE'
7244,141,10,'Кьер/ГІор'
7245,21043,828,'Languages/data'
7246,133,2,'Good_afternoon'
7247,84,0,'Тимур_Айтберов'
7248,78,2,'Haji_doliskani'
7249,6318,0,'Маркъо_ШагӀбанов'
7250,145,10,'Potd/2014-08-27'
7251,171,10,'Potd/2014-08-27_(av)'
7252,139,10,'Potd/2014-08-28'
7253,190,10,'Potd/2014-08-28_(av)'
7254,113,10,'Potd/2014-08-26'
7255,189,10,'Potd/2014-08-26_(av)'
7256,244,10,'Potd/2014-08-29'
7257,189,10,'Potd/2014-08-29_(av)'
7258,167,10,'Potd/2014-08-19'
7259,192,10,'Potd/2014-08-19_(av)'
7260,122,10,'Potd/2014-08-20'
7261,239,10,'Potd/2014-08-20_(av)'
7262,254,10,'Potd/2014-08-21_(av)'
7263,138,10,'Lang-rut'
7264,55,0,'Газал_район'
7266,348,0,'Хьит'
7267,57,0,'Падар_мацI'
7268,57,0,'Къажар_мацI'
7269,76,0,'Лев_НикIалаил_Толстой'
7270,73,14,'МацӀазул_шаблонал'
7271,89,14,'МацIал/Шаблоны'
7272,4547,4,'Википедиязул_сияхІ'
7273,67,10,'Depth'
7274,1498,10,'Гъварилъи'
7275,163812,10,'/Table'
7276,39475,10,'Википедиялъул_бутIаялъул_цIар'
7277,103,10,'Название_раздела_Википедии'
7279,58,0,'Француз_мацӀ'
7281,78,1,'ГІурус_мацІ'
7282,212,10,'Potd/2014-08-22_(av)'
7283,137,10,'Potd/2014-08-22'
7284,134,10,'Potd/2014-08-23'
7285,215,10,'Potd/2014-08-23_(av)'
7286,138,10,'Potd/2014-08-24'
7287,220,10,'Potd/2014-08-24_(av)'
7289,115,10,'Potd/2014-08-30'
7290,209,10,'Potd/2014-08-30_(av)'
7291,226,10,'Potd/2014-08-31_(av)'
7292,126,10,'Potd/2014-08-31'
7293,205,10,'Potd/2014-09-1_(av)'
7294,138,10,'Potd/2014-09-1'
7295,1540,0,'Гендерил_ракьулъан_гIанлъун_гьабураб_нух'
7296,424,3,'Салман_Цумада'
7297,136,10,'Potd/2014-09-2'
7298,181,10,'Potd/2014-09-2_(av)'
7299,50,0,'ЦІумада'
7300,65,0,'ЦІумада-ГІурухъ'
7302,161,10,'Potd/2014-09-3'
7303,239,10,'Potd/2014-09-3_(av)'
7304,376,2,'Ludwigzhou'
7305,1073,2,'Racconish'
7306,169,10,'Potd/2014-09-6_(av)'
7307,113,10,'Potd/2014-09-6'
7308,3930,0,'Знаменский_килиса'
7309,104,0,'К:Алфавиталда_рекъон_гІорал'
7310,194,2,'Invadibot'
7311,810,2,'Abián'
7312,2952,0,'Трояны'
7313,168,10,'Lang-pl'
7314,533,2,'Vanished_user_9oijnsdfknefijh3tjasfi34'
7315,139,2,'Vajotwo'
7316,757,10,'БакІКарта_Польша'
7317,757,10,'Бак1Карта_Польша'
7318,135,10,'Кьер/Польша'
7319,535,10,'Poland-geo-stub'
7320,253,2,'Gruß_Tom'
7321,533,3,'Vanished_user_9oijnsdfknefijh3tjasfi34'
7322,24,2,'Hym411'
7323,29,3,'Hym411'
7324,58,2,'ReviWiki'
7325,81,3,'ReviWiki'
7327,3265,10,'Килиса/doc'
7328,12067,10,'Килиса'
7329,419,10,'Килиса/'
7330,410,10,'Килиса/n1'
7331,108,10,'Килиса/n2'
7332,156,10,'Кьер/Христианство'
7333,973,10,'РФлъул_культурияб_ирс'
7334,3115,0,'Хвалил_килиса_(МахІачхъала)'
7335,91,10,'РФ_культурияб_ирс_4'
7336,4015,0,'Исламияб_Пачалихъ'
7337,243,10,'Num'
7338,23,2,'Mike_Hayes'
7340,31,14,'Италия'
7341,0,2,'Conquistador/sandbox'
7342,52,0,'Википедия:Вики-Сабантуй_2015'
7344,5837,4,'ГІахьалчагІазул_цІарал'
7346,2466,0,'ГІумар_ибн_ал-ХатІтІаб'
7347,66,0,'ГъазимухӀамадов_ИсмагӀилил_Рамазан'
7348,98,4,'Имена_участников'
7349,5385,0,'ЛъарагІ_мацІ'
7351,159,10,'Potd/2014-11-15'
7352,187,10,'Potd/2014-11-15_(av)'
7353,91,10,'U'
7354,56,0,'Республика'
7355,44,0,'Гьве'
7356,91,14,'ВахӀшияб_хӀайванал'
7357,174,10,'Potd/2014-11-16_(av)'
7358,113,10,'Potd/2014-11-16'
7359,189,10,'Potd/2014-11-17_(av)'
7360,113,10,'Potd/2014-11-17'
7361,162,10,'Potd/2014-11-18_(av)'
7362,115,10,'Potd/2014-11-18'
7363,3057,0,'Сеонг_Дже-Ги'
7364,8798,0,'Греция'
7365,989,10,'Lang-ko3'
7366,804,10,'Politic-stub'
7367,32,10,'Ko_icon'
7368,134,10,'Ref-ko'
7369,174,10,'Lang-kbd'
7371,127,2,'Bobyr'
7372,88,2,'V(g)'
7373,93,3,'V(g)'
7375,66,2,'Ralgis'
7376,89,3,'Ralgis'
7377,67,0,'Шималияб_Кавказ'
7378,4563,0,'ЦIияб_гIажам_ضێياب_عاجام'
7379,79,0,'ЦIияб_гIажам'
7381,100,3,'Ah3kal'
7383,3321,10,'БацІцІизе'
7384,1246,10,'Администраторазе'
7385,248,4,'БацІцІизе'
7386,167,10,'Макъалаби_рацІцІи'
7387,325,10,'Макъалаби_рацІцІи/Къо'
7388,72,10,'Макъалаби_рацІцІи/Ахир'
7389,1587,2,'NahidSultan'
7390,57,0,'Лаваша_район'
7391,1449,0,'Дагъистаналъул_гӀолилал_(газета)'
7392,96,0,'Молодёжь_Дагестана_(газета)'
7393,64266,0,'ГІалиев
7394,89,0,'ГІадалло'
7395,89,0,'ГӀалиев_ГӀадалло'
7396,382,3,'Sam_Sailor'
7398,681,10,'Wikidata/p18'
7399,287,10,'Wikidata/p569'
7400,470,10,'Wikidata/p19'
7401,287,10,'Wikidata/p570'
7402,470,10,'Wikidata/p20'
7403,392,10,'Wikidata/p27'
7404,1098,10,'Wikidata/p373'
7405,93,10,'Unicode'
7406,1839,828,'CategoryForProfession'
7407,1312,828,'ListOfProfessions'
7408,1014,828,'ListOfCountries'
7409,14268,828,'Infocards'
7410,550,0,'СССР'
7411,64,0,'Википедия:БацІцІизе'
7412,2358,0,'Портал:ЖамгӀият'
7413,92,10,'Портал:ЖамгІият/Жаниве_лъугьин'
7415,43,0,'МугІрузул_Карабах_Республика'
7417,39,0,'Аджария'
7418,48,0,'Гьакъоб'
7420,10501,0,'Indonesia_AirAsia_компаниялъул_8501_рейс'
7421,1665,10,'Тгь4'
7422,3292,10,'Таржама_гьабун_гьечІо_5/lang'
7423,2044,10,'Тгь5'
7424,187,10,'Flagicon/Индонезия'
7425,187,10,'Байрахъ/Индонезия'
7427,640,10,'ПачБайрахъ/icon'
7428,187,10,'ПачБайрахъ/Индонезия'
7429,616,10,'ПачБайрахъ/ПачБайрахъ'
7430,197,10,'~'
7431,185,10,'ПачБайрахъ/Сингапур'
7432,20645,0,'Самолетазул_хъвай-хъвагІай'
7433,451,0,'Турбовентиляторияб_двигатель'
7434,211,0,'Пассажирал_жанире_унеб_къадар'
7435,219,10,'GBR'
7436,1051,10,'ПачБайрахъ/КІудабритІания'
7437,172,10,'IDN'
7438,174,10,'MYS'
7439,544,10,'ПачБайрахъ/Малайзия'
7440,189,10,'KOR'
7441,483,10,'ПачБайрахъ/Корея_Республика'
7442,174,10,'SGP'
7444,260,10,'FRA'
7445,1143,10,'ПачБайрахъ/Франсия'
7447,229,10,'Potd/2014-12-30'
7448,208,10,'Potd/2014-12-30_(av)'
7449,124,10,'Potd/2014-12-31'
7450,342,10,'Potd/2014-12-31_(av)'
7451,5968,0,'ГIириб'
7452,778,10,'Incubator'
7453,24176,828,'Sources'
7454,169,828,'Sources/doc'
7455,134,10,'Potd/2015-01-5'
7456,274,10,'Potd/2015-01-5_(av)'
7457,4420,0,'ГIусман_I'
7458,216,10,'Lang-ota3'
7459,163,10,'Lang-ota4'
7460,539,10,'Start_box'
7461,650,10,'Succession_box'
7462,370,10,'End_box'
7463,2173,10,'ГІусманиязул_империялъул_султІанал'
7464,51,0,'ГІусман_І'
7465,3832,0,'ХІажиясул_ХІамзат_ХІажиев'
7466,3560,0,'МухӀамад_НурмухӀамадов'
7467,61,0,'Гумбет_район'
7468,78,1,'Гумбет_район'
7469,178,10,'Icon_FA'
7470,168,10,'Icon_GA'
7471,36,10,'TOCright'
7472,40588,0,'Киналго_Википедиязда_рукӀине_кколел_макъалабазул_сияхӀ'
7473,75,0,'СагIудиязул_ГIарабия'
7474,64,0,'КӀудабритӀания'
7475,64,0,'КӀудибритӀания'
7476,57714,0,'Толстой
7477,76,0,'Толстой'
7478,76,0,'Лев_Толстой'
7479,76,0,'Лев_Николаевич_Толстой'
7480,57624,0,'Толстой
7481,30945,0,'«Charlie_Hebdo»_казияталъул_редакциялда_кьвагьдей'
7482,274,10,'Флагификация/НАТО'
7483,949,10,'ПачБайрахъ/Алмания'
7484,2875,10,'ПачБайрахъ/АЦШ'
7485,2783,10,'ХIинкъикьеялъулаб_гьужум'
7486,1038,10,'ХIинкъикьеялъулаб_гьужум/doc'
7487,176,10,'ПачБайрахъ/Ал-КъагIида'
7488,1843,0,'Франсиялъул_президент'
7489,1702,0,'АЦШ_президент'
7490,1427,0,'Алманиялъул_федералияв_канцлер'
7491,1682,0,'КIудабритIаниялъул_премьер-министр'
7492,1898,0,'НАТОялъул_бетIерав_секретарь'
7493,1273,10,'Тгь3'
7494,642,1,'ГІизраиль'
7495,671,10,'ПачБайрахъ/Аргентина'
7496,595,10,'ПачБайрахъ/Бельгия'
7497,1088,10,'ПачБайрахъ/Болгария'
7498,264,10,'ПачБайрахъ/Ватикан'
7499,675,10,'ПачБайрахъ/Гуржи'
7500,247,10,'ПачБайрахъ/ЦМГІ'
7501,2647,0,'АваргІор'
7502,329,10,'Из_БСЭ'
7503,3896,0,'ГIандигIор'
7504,84,14,'Дагъистаналъул_гІорал'
7505,2696,0,'ЮТэйр'
7506,2626,0,'РусЛайн'
7508,167,10,'Et'
7509,56,0,'Гьиндистан'
7510,57728,0,'Ленин
7511,77,0,'ГӀумар_асхӀаб'
7513,63,0,'МагӀарул_Википедия'
7514,63,0,'МагІарул_Википедия'
7515,153,3,'Sir_Lestaty_de_Lioncourt'
7516,48,2,'Lestaty'
7517,48,3,'Lestaty'
7518,74,2,'Caliburn'
7519,140,10,'Ref-uk'
7520,8069,10,'Европаялъул_политикияб_карта'
7521,610,10,'Image_label_begin'
7522,387,10,'Image_label_small'
7523,250,10,'Image_label'
7524,228,10,'Image_label_end'
7525,2077,10,'ЕПЦРРС'
7526,372,10,'Nts'
7527,80,0,'Валовой_жанисеб_продукт'
7529,36298,0,'Азиялъул_пачалихъазул_сияхІ'
7530,474,10,'Хъазахъистаналъул_байрахъ'
7531,338,10,'Индонезиялъул_байрахъ'
7532,323,10,'Йеменалъул_байрахъ'
7533,209,10,'Египеталъул_байрахъ'
7534,441,10,'Азарбижаналъул_байрахъ'
7535,329,10,'Гуржиялъул_байрахъ'
7540,118,0,'Википедия:Requests_for_adminship'
7541,139,1,'Википедия:Requests_for_adminship'
7543,0,8,'Служебная:Загрузка'
7544,43,0,'MediaWiki'
7546,145,3,'Ajraddatz'
7547,32120,10,'ГІБ+'
7548,1385,828,'Wikidata/media'
7549,168122,10,'ГІБ+/Мухъал'
7550,543,10,'ГІБ+/Параметрал'
7551,637,10,'ГІБ+/Пачалихъал'
7552,16102,10,'ГІБ+/Икълимал'
7553,2331,10,'БакІКарта-'
7554,2244,10,'БакІКарта-plain'
7555,884,10,'БакІКарта-мухъ'
7556,2888,10,'БакІКарта/МагІлумат'
7557,25043,10,'БакІКарта/doc'
7558,69,10,'Бак1Карта/x'
7559,69,10,'Бак1Карта/y'
7560,82,10,'Бак1Карта_Россия/x'
7561,82,10,'Бак1Карта_Россия/y'
7562,82,10,'Шаблон:БакІКарта_Россия/x'
7563,57927,0,'Мукерджи
7564,9221,10,'ГІБ+Россия'
7565,6766,10,'ГІБ-Россия/СагІтил_рачел'
7566,4620,10,'ГІБ-Россия/Автокод'
7567,143,10,'ОКАТО'
7568,15662,10,'Телефоналъул_код'
7569,630,10,'ГІБ+/Буссинаби'
7570,6862,10,'ГІБ+/doc'
7571,602,10,'Wikidata/p41'
7572,581,10,'Wikidata/p94'
7573,82,10,'Сураталъул_форматирование'
7574,2635,10,'ГІБ+Россия/doc'
7575,714,828,'Math/tonumber'
7576,88,10,'Бак1Карта_Узбекистан'
7577,701,10,'ПачБайрахъ/Узбекистан'
7578,90,10,'Бак1Карта_ТІажикистан'
7579,6057,0,'КъатІар'
7582,53,14,'Machines'
7584,77,0,'ГӀумар_ибн_аль-ХатӀтӀаб'
7585,119,10,'РФ_икълималъул_тайпа_ингилис_мац1алда'
7586,70,2,'Freheims'
7587,2956,0,'Къарачай-Черкес'
7588,57,2,'*SM*'
7589,80,3,'*SM*'
7590,57,2,'Suprememangaka'
7591,80,3,'Suprememangaka'
7592,3815,0,'TransAsia_гьавамухъазул_235_рейс'
7593,2684,10,'Авиациялъул_лъугьа-бахъинал_2015_соналъул'
7594,123,10,'Авиациялъул_лъугьа-бахъинал_2014'
7595,123,10,'Авиациялъул_лъугьа-бахъинал_2015'
7596,896,10,'Youtube'
7597,1443,0,'YouTube'
7598,1667,10,'ПачБайрахъ/Тайвань'
7599,1004,0,'Википедия:Администраторасул_статус_щвеялъе_лъазаби_кьезе/Архив/1'
7600,58046,0,'КъурамухӀамадов
7602,35,3,'Unapersona'
7603,209,3,'Caliburn'
7604,604,10,'Исламияб_календарь_Жакъа'
7605,275,10,'Бакъ_тІерхьин'
7606,709,10,'Бакъ_тІерхьин/num'
7607,488,10,'МоцІал'
7608,343,10,'МоцІ'
7609,1291,10,'MONTHNAME'
7610,2711,10,'Цо_гьабиялде'
7611,465,10,'MONTH'
7612,197,10,'CURRENTJULIANDAY'
7613,509,10,'JULIANDAY'
7614,121,10,'CURRENTTIME-JST'
7615,2752,828,'Wikidata/Countries'
7616,377,10,'Wikidata/p495'
7617,425,10,'Wikidata/p17'
7618,1500,10,'CURRENTMINUTE'
7619,1560,10,'CURRENTSECOND'
7620,1346,828,'FormatRow'
7621,2947,828,'Wikidata/link'
7622,183,14,'Шаблонал:Къо-моцІ_ва_заман'
7623,727,0,'Июль'
7624,870,0,'2015_сон'
7625,172,10,'Августалъул_календарь'
7626,172,10,'Сентябралъул_календарь'
7627,172,10,'Октябралъул_календарь'
7628,172,10,'Декабралъул_календарь'
7629,172,10,'Январалъул_календарь'
7631,172,10,'Марталъул_календарь'
7632,172,10,'Апрелалъул_календарь'
7633,172,10,'Маялъул_календарь'
7634,172,10,'Июналъул_календарь'
7635,1592,10,'Islam-calend'
7636,348,0,'Итни'
7637,497,10,'Анкь'
7638,635,0,'Талат'
7639,342,0,'АрбагІ'
7640,346,0,'Хамиз'
7641,539,0,'Рузман'
7642,456,0,'Щамат'
7643,346,0,'ГьатІан_(анкьил_къо)'
7644,962,0,'Анкь'
7645,589,10,'Rq/wronguse'
7646,2044,10,'Исламияб_къо-моцІ'
7647,670,10,'Гьижрияб'
7648,1181,10,'Сон+Гьижра'
7649,115290,828,'Wikidata:Dictionary/P220'
7650,44,0,'1-абилеб_июн'
7651,478,10,'МоцІрол_календарь/Анкь/doc'
7652,648,10,'МоцІрол_календарь/doc'
7653,710,0,'Март'
7654,728,0,'Апрел'
7655,694,0,'Май'
7656,694,0,'Июн'
7657,744,0,'Август'
7658,758,0,'Сентябр'
7659,645,0,'Октябр'
7660,639,0,'Ноябр'
7661,657,0,'Декабр'
7662,709,0,'Январ'
7663,944,0,'Феврал'
7664,172,10,'Ноябралъул_календарь'
7665,172,10,'Февралалъул_календарь'
7666,2807,0,'МоцІ'
7667,864,0,'Сон_(лъагІел)'
7668,558,0,'Борциналъул_рикІкІкен'
7669,157,10,'Lang-gr'
7670,95,10,'Lang-gr2'
7671,44,0,'2абилеб_июнь'
7672,54,0,'МухIаррам_моцI'
7673,502,10,'Къуръан/Аят'
7674,1430,10,'Цитата/Къуръан'
7676,456,10,'Къуръан'
7677,271,10,'Къуръан/Префикс'
7678,306,10,'Къуръан/БакІ'
7679,269,10,'Къуръан/БакІ/МагІна_кьей'
7680,421,10,'Къуръан/Таржама'
7681,338,10,'Str_trim'
7682,484,10,'Str_trim/doc'
7683,241,10,'Сура+av'
7684,460,10,'Abbr'
7685,2974,10,'Сура'
7686,243,10,'Къуръан/БакІ/Ссылка'
7687,2702,10,'Сура-av'
7688,448,10,'Къуръан/БакІ/Ссылка/koran.islamnews.ru'
7689,218,10,'Къуръан/БакІ/Ссылка/koran.islamnews.ru/Таржама'
7690,255,10,'Къуръан/Префикс/doc'
7691,1323,10,'Исламияб_календарь'
7692,2529,0,'Сафар'
7693,2995,0,'РабигІул-Аввал'
7694,2264,0,'РабигІу_Ссани'
7695,1541,0,'Жумада_Уля'
7696,1623,0,'Жумада_Ссани'
7697,1981,0,'Ражаб'
7698,1050,0,'ШагІбан'
7699,1137,0,'Рамазан'
7700,1620,0,'Шаввал'
7701,1479,0,'Зул-КъагІда'
7702,2259,0,'Зул-ХІижжа'
7703,963,0,'Гьукъарал_моцІал'
7704,63,0,'РабигІул-Авваль'
7705,1549,10,'Рамазан'
7706,160,3,'Mjbmr'
7707,162,0,'Ракь'
7708,4094,0,'Ракь_(планета)'
7709,1329,0,'МоцІ_(зоб)'
7710,5206,0,'Закатул_фитІри'
7711,275,10,'Ar1'
7712,1119,10,'Lang+ar'
7713,5471,0,'Масжиду_ан-Набави'
7714,1600,10,'СагӀудиязул_ГӀарабиялъул_мажгитал'
7715,5854,10,'Icon'
7716,5765,10,'Icon/Документация'
7717,544,10,'Multicol'
7718,437,10,'Multicol-end'
7719,462,10,'Multicol-break'
7720,128,10,'Potd/2015-02-12'
7721,271,10,'Potd/2015-02-12_(av)'
7722,4609,0,'Чапел-Хиллалда_кьвагьдей'
7724,2510,10,'Cite_news'
7725,3128,0,'КІал_биччан_къо'
7726,5277,10,'Байрам'
7727,3343,10,'Байрам/doc'
7728,25,2,'Magioladitis'
7729,1168,2,'Guy_Macon'
7730,3312,10,'Ралъад'
7731,1800,10,'Ралъад/doc'
7732,74,10,'Геокар/КъагІидаби'
7733,74,10,'Геокар/Стили'
7734,65,0,'К:Алфавиталда_рекъон_лъел_объектал'
7735,474,10,'БакІКарта_ГІагараб_ва_Гьорккьохъеб_Бакъбаккул_рахъ'
7736,245,10,'БакІКарта_ГІагараб_ва_Гьорккьохъеб_Бакъбаккул_рахъ/x'
7737,251,10,'БакІКарта_ГІагараб_ва_Гьорккьохъеб_Бакъбаккул_рахъ/y'
7738,279,10,'Байбихьи_гьечІого'
7739,6012,10,'Геокар/Форматер'
7740,2569,0,'ГІодоцараб_океан'
7741,705,3,'Guy_Macon'
7742,4067,10,'Икълимал'
7743,2350,0,'Атлантикияб_океан'
7744,3426,0,'Гьиндустаналъул_океан'
7745,3936,0,'Шималияб_ЦІорол_океан'
7746,1624,0,'Жанубияб_океан'
7747,227,10,'^'
7748,189,10,'Weld'
7749,627,10,'Lang-old-ru'
7750,349,10,'Oldrus'
7751,2338,0,'Арктика'
7752,678,10,'Арктика'
7753,292,10,'ПачБайрахъ/Гренландия'
7754,258,10,'ПачБайрахъ/Дания'
7755,769,10,'ПачБайрахъ/Канада'
7756,621,10,'ПачБайрахъ/Норвегия'
7757,3745,0,'Дунялалъул_океан'
7758,1593,10,'Океанал'
7759,118,10,'Кьер/Азия'
7760,124,10,'Кьер/Европа'
7761,124,10,'Кьер/Африка'
7762,1584,0,'Африка'
7763,11,3,'Diego_Grez-Cañete'
7765,61,2,'George.Edward.C'
7766,84,3,'George.Edward.C'
7767,11,2,'Diego_Grez-Cañete'
7768,71,2,'Küñall'
7769,5081,0,'Орхан_І'
7770,3361,0,'Мурад_І'
7771,56,10,'Таржама_гьабун_гьечІо_5'
7772,2808,0,'Туркал-гІусманиял'
7773,480,10,'Ethno-stub'
7774,8571,0,'Лъим'
7776,455,829,'Wikidata'
7779,65,2,'عرفان_ارشد'
7781,2109,10,'Кавказалъул_Википедиял'
7782,3789,0,'Ахъай-Отар'
7783,59,0,'Бабаюрт_мухъ'
7784,231,10,'Lang-grc'
7785,334,10,'Lang-grc2'
7786,525,10,'References'
7787,12673,0,'Александр_Македонияв'
7788,75,0,'Александр_Македонский'
7789,58898,0,'АхӀмаднабиев
7790,103,0,'Абу-ГӀумар_Саситлинский'
7791,103,0,'Абу-ГӀумар_Сасикьав'
7792,54,0,'ГӀандигӀор'
7793,54,0,'ГӀандигъойсу'
7794,7513,0,'Уцумилросу'
7795,56,0,'Уцмилросу'
7796,56,0,'Уцмиюрт'
7797,5004,10,'ИЭС+2007'
7798,10901,10,'Сурабазул_сияхӀ'
7800,381,10,'ХІуби'
7801,313,10,'Столбцы'
7802,136,10,'Столбцал/ахир'
7803,74,10,'Столбцы/конец'
7805,159,3,'Мухаммад1990'
7807,2807,3,'ABRANDISS'
7808,3895,3,'Anna_(usurped)~avwiki'
7809,3875,3,'Avar~avwiki'
7810,3877,3,'Avaro~avwiki'
7811,3891,3,'Balabihasdif~avwiki'
7812,3897,3,'Bhupendrakumar1~avwiki'
7813,3885,3,'BuubleMan~avwiki'
7814,3885,3,'DedMoroz6~avwiki'
7815,3873,3,'Dog~avwiki'
7816,3879,3,'Dino34~avwiki'
7817,3869,3,'F~avwiki'
7818,3881,3,'Fars902~avwiki'
7819,3889,3,'Gtasvczxmuy~avwiki'
7820,3909,3,'Hoo_MergeAccount_Test~avwiki'
7821,3879,3,'Ice201~avwiki'
7822,3891,3,'Interwiki_de~avwiki'
7823,3887,3,'JIR.D.B.®~avwiki'
7824,3879,3,'Jurpel~avwiki'
7825,3877,3,'Jvano~avwiki'
7826,3879,3,'Kontos~avwiki'
7827,3891,3,'Leonardo-ggg~avwiki'
7828,3877,3,'Llull~avwiki'
7829,3873,3,'Lzz~avwiki'
7830,3875,3,'Maks~avwiki'
7831,3881,3,'Mauz555~avwiki'
7832,2823,3,'MediaWiki_default'
7833,2833,3,'MediaWiki_spam_cleanup'
7834,3891,3,'Misterpin444~avwiki'
7835,3891,3,'NertoiTionis~avwiki'
7836,3889,3,'Naganovadim~avwiki'
7837,3899,3,'Odin_statt_Jesus~avwiki'
7838,3873,3,'PIP~avwiki'
7839,3899,3,'Parolu_Esperanto~avwiki'
7840,3893,3,'Prince_Kassad~avwiki'
7841,3877,3,'RCBot~avwiki'
7842,3883,3,'Rabrnbsn~avwiki'
7843,3883,3,'Rivil-la~avwiki'
7844,3893,3,'Razwan_asghar~avwiki'
7845,3875,3,'Said~avwiki'
7846,3877,3,'Sikkd~avwiki'
7847,3901,3,'Sirius_Zwarts_Bot~avwiki'
7848,3905,3,'Spam_cleanup_script~avwiki'
7849,3887,3,'Socolov123~avwiki'
7850,3877,3,'Tehut~avwiki'
7851,3885,3,'Titsmcgee~avwiki'
7852,3879,3,'Tmmous~avwiki'
7853,3879,3,'Uannis~avwiki'
7854,3891,3,'Valioxost123~avwiki'
7855,3879,3,'Webkid~avwiki'
7856,3891,3,'Xillimiandus~avwiki'
7857,3883,3,'Xuligans~avwiki'
7858,3875,3,'Yaya~avwiki'
7859,3879,3,'Yuliya~avwiki'
7860,2895,3,'Исправитель_перенаправлений'
7861,3887,3,'Жанна~avwiki'
7862,3895,3,'Коренюк~avwiki'
7863,4960,3,'Магомед~avwiki'
7864,3887,3,'Марко~avwiki'
7865,3905,3,'Оранге.ман~avwiki'
7866,3891,3,'Фатима~avwiki'
7867,3913,3,'مجموعة_صواعد~avwiki'
7868,3873,3,'茶~avwiki'
7869,3873,3,'っ~avwiki'
